Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.03450400,0.03599420,0.03562891,0.04779832,0.02068443,0.50000000,0.00000000,0.00000000,0.25186367,0.46652627,0.43396768,0.46293042,0.32427436,0.41768194,0.42499775,0.23500152,0.47445948,0.49365587,0.24067789,0.32520951,0.26461681,0.28061178,0.22432264,0.51321410,0.45028990,0.49923888,0.69213842,0.76673354,-1,-1,-1,1
0.04577266,0.05239573,0.03673436,0.06749116,0.02984431,0.50000000,0.00000000,0.00000000,0.15996327,0.44782566,0.36552615,0.39521310,0.24213341,0.39973662,0.36723004,0.18502047,0.41668214,0.41087706,0.26246840,0.37283259,0.24879143,0.30522169,0.22178422,0.57618900,0.42613840,0.57069510,0.61937963,0.74430279,-1,-1,-1,1
0.11306172,0.04550910,0.05911794,0.21383076,0.02909574,0.50000000,0.00000000,0.00000000,0.15515436,0.42572167,0.33746592,0.37593341,0.24357985,0.40749064,0.36551058,0.23967245,0.36232405,0.34318935,0.34822264,0.45475563,0.23682742,0.34863962,0.22145851,0.69420921,0.43872802,0.61578852,0.57933465,0.76934139,-1,-1,-1,1
0.09604435,0.07027787,0.04723363,0.19209286,0.01775259,0.50000000,0.00000000,0.00000000,0.14992908,0.41903087,0.29669968,0.33578289,0.23435473,0.40426167,0.34004080,0.28689869,0.33165212,0.30020977,0.42984944,0.53316396,0.20092536,0.37324142,0.21918840,0.79298062,0.41575298,0.61596265,0.56164258,0.70614976,-1,-1,-1,1
0.04016533,0.01101966,0.03645728,0.04648515,0.02661908,0.50000000,0.00000000,0.00000000,0.21611405,0.49320839,0.32595451,0.35755091,0.29265525,0.45549167,0.35884017,0.38147792,0.40751858,0.35724481,0.43675552,0.56373051,0.15693774,0.43274772,0.23993080,0.77746471,0.40499804,0.60899780,0.56589429,0.71165953,-1,-1,-1,1
0.04569233,0.01906420,0.06345909,0.00889978,0.02408996,0.50000000,0.00000000,0.00000000,0.33440538,0.61650060,0.41879871,0.42864523,0.38286175,0.54109687,0.42567619,0.45703912,0.51833729,0.50453536,0.48093081,0.57057468,0.20753802,0.43024824,0.29140861,0.74046843,0.36959976,0.60285182,0.59225257,0.69889815,-1,-1,-1,1
0.04706541,0.01706569,0.05373658,0.03860849,0.02798924,0.50000000,0.00000000,0.00000000,0.44394162,0.66250894,0.47372353,0.46248063,0.46366823,0.56566006,0.45848476,0.49432548,0.65517557,0.65865984,0.54028673,0.55513018,0.29229613,0.41242825,0.33867190,0.71987471,0.33532378,0.60635302,0.55300972,0.68822196,-1,-1,-1,1
0.11885014,0.12154829,0.04574070,0.23659119,0.02412127,0.50000000,0.00000000,0.00000000,0.49481716,0.59354502,0.49697510,0.46690948,0.48486439,0.49229833,0.47508829,0.45256257,0.73962569,0.78005414,0.62548585,0.53926765,0.39214992,0.39103295,0.37924350,0.73122380,0.36942879,0.56251446,0.52535557,0.68654374,-1,-1,-1,1
0.11788948,0.12294654,0.04620776,0.24327530,0.01304469,0.50000000,0.00000000,0.00000000,0.51471971,0.54553592,0.49783570,0.46446081,0.48740173,0.45879859,0.46752852,0.45700718,0.76297311,0.81242161,0.65026814,0.50611861,0.44725525,0.38183175,0.40044017,0.71573683,0.42335281,0.54662499,0.48120637,0.70951382,-1,-1,-1,1
0.20394281,0.24819708,0.04281721,0.42152045,0.00534395,0.50000000,0.00000000,0.00000000,0.47172181,0.45817806,0.47021784,0.44084687,0.45055221,0.37517083,0.43315693,0.40667286,0.72513730,0.78146408,0.60732687,0.47133690,0.43183474,0.36189071,0.39374172,0.66171009,0.43691846,0.53731595,0.47793025,0.69123212,-1,-1,-1,1
0.40937972,0.05078180,0.27387606,0.60489356,0.00681214,0.50000000,0.00000000,0.00000000,0.46094489,0.47367914,0.47423571,0.43399646,0.45591308,0.39249641,0.43371891,0.43344660,0.74897534,0.75768842,0.56445413,0.46833121,0.40583228,0.34617874,0.38720362,0.61982996,0.37729467,0.54081694,0.55056995,0.66193234,-1,-1,-1,1
0.26225877,0.26491620,0.28091417,0.23852153,0.04436448,0.50000000,0.00000000,0.00000000,0.44591071,0.45731335,0.44336983,0.38866990,0.44236789,0.37580501,0.39920964,0.42210672,0.78447822,0.77490590,0.56786987,0.51360744,0.41513100,0.36344656,0.41550375,0.60382602,0.33668547,0.55196817,0.60940291,0.67416746,-1,-1,-1,1
0.11354520,0.04846376,0.08611581,0.14352381,0.06827965,0.50000000,0.00000000,0.00000000,0.45552899,0.50273704,0.44137001,0.37034823,0.44053761,0.41473617,0.39722807,0.44542736,0.84740249,0.82715385,0.55590649,0.51928466,0.38808464,0.35287755,0.40081481,0.60788242,0.34778057,0.56219255,0.63220176,0.68129122,-1,-1,-1,1
0.35086356,0.29691853,0.06769773,0.69402378,0.03940498,0.50000000,0.00000000,0.00000000,0.41597204,0.45316006,0.37512423,0.30292712,0.39569326,0.36152827,0.31833788,0.38500935,0.79306063,0.79541893,0.53109323,0.44536369,0.36044449,0.27983279,0.34761087,0.60213880,0.41149164,0.53187820,0.56085479,0.64709431,-1,-1,-1,1
0.30433657,0.36463850,0.03932092,0.62251898,0.01114440,0.50000000,0.00000000,0.00000000,0.39947872,0.43121603,0.36195173,0.28628917,0.37510949,0.33876542,0.29527470,0.35919007,0.77104410,0.74852108,0.50070324,0.38866910,0.34228972,0.24433555,0.32184093,0.57098300,0.43875354,0.50103501,0.57207721,0.64142229,-1,-1,-1,1
0.17115349,0.17079068,0.05024459,0.35063752,0.00692509,0.50000000,0.00000000,0.00000000,0.40491995,0.45465528,0.34313887,0.26677693,0.37934993,0.35922844,0.26565864,0.37175601,0.75795352,0.71758633,0.51152241,0.36089397,0.37343876,0.23262338,0.33440596,0.54358041,0.46332439,0.49214404,0.57012166,0.61611519,-1,-1,-1,1
0.15676797,0.19172879,0.04087263,0.32593028,0.00628843,0.50000000,0.00000000,0.00000000,0.40301317,0.45902240,0.33200011,0.27828734,0.37880751,0.36961760,0.27191756,0.38339704,0.72273329,0.69950467,0.53909613,0.41654398,0.41846784,0.28173094,0.38439687,0.54359979,0.43251997,0.60401880,0.54958325,0.68245632,-1,-1,-1,1
0.15551217,0.18990097,0.04471877,0.32025870,0.02082684,0.50000000,0.00000000,0.00000000,0.45386930,0.52356851,0.39981216,0.36471228,0.44716816,0.45095356,0.35420498,0.44659675,0.72997024,0.74054005,0.50315331,0.42057145,0.40275216,0.30678378,0.38281278,0.52514535,0.44197744,0.60959241,0.50787392,0.70377454,-1,-1,-1,1
0.32880276,0.06228898,0.16988164,0.60344331,0.02714154,0.50000000,0.00000000,0.00000000,0.45625667,0.49890433,0.42181204,0.39699235,0.45540243,0.44458114,0.39010691,0.44848295,0.66979518,0.69747783,0.49026349,0.40757143,0.37863673,0.31234085,0.37002424,0.52582181,0.43129602,0.58558160,0.49198476,0.67127262,-1,-1,-1,1
0.28294022,0.12904186,0.19209890,0.49732718,0.00749808,0.50000000,0.00000000,0.00000000,0.42732775,0.46264936,0.42645026,0.39860029,0.42368459,0.44126492,0.39519276,0.43261099,0.63653086,0.62213980,0.48433790,0.37814363,0.36824679,0.32812258,0.36957162,0.50449357,0.39656123,0.53238466,0.51036472,0.58891376,-1,-1,-1,1
0.26130403,0.09755041,0.13142099,0.50313996,0.00387094,0.50000000,0.00000000,0.00000000,0.36825460,0.40067587,0.35610009,0.31549755,0.35604451,0.36552584,0.29782887,0.36756324,0.59315640,0.58677520,0.49824897,0.32396751,0.32990019,0.26762703,0.32434345,0.52454239,0.39450974,0.48796001,0.49409255,0.50710140,-1,-1,-1,1
