Veloc,Acele,Des_x,Des_y,Des_z,Presn,VelPr,AcePr,F5EEX,F6EES,F8EIX,F7EIS,F9EEX,F10ES,F11EX,F12ES,F13EV,F14EV,F17MS,F18MX,F15MS,F16MX,F19MH,F20MH,F1EBX,F2EBS,F4EBX,F3EBS,01_C,02_A,03_D,04_M
0.04629749,0.03197736,0.01377049,0.07274770,0.07665731,0.41379310,0.00000000,0.00000000,0.21428003,0.15272505,0.16270978,0.15207411,0.16930870,0.25004485,0.18206358,0.29476107,0.61354881,0.56730390,0.39383504,0.41130473,0.41401921,0.57553782,0.47821220,0.48305986,0.58143718,0.37048616,0.44562236,0.38339679,-1,1,-1,-1
0.02651445,0.00370149,0.01945584,0.03360583,0.02805648,0.41379310,0.00000000,0.00000000,0.18175455,0.15283832,0.13142882,0.14439194,0.15253601,0.21783860,0.15681640,0.25946267,0.54794732,0.52478500,0.38872641,0.39185204,0.42197393,0.57104220,0.48637544,0.43181379,0.62660541,0.37091938,0.45353944,0.38808055,-1,1,-1,-1
0.01796429,0.01592222,0.01984649,0.01471844,0.02056292,0.40229885,0.06250000,0.11111111,0.20667329,0.17052677,0.14387679,0.16881968,0.19197774,0.23152445,0.16704634,0.24307215,0.51642582,0.49864596,0.44033387,0.38571788,0.49175586,0.58393945,0.51478342,0.43218403,0.62378612,0.42430537,0.41176179,0.40934385,-1,1,-1,-1
0.02760533,0.02970214,0.01524076,0.03877356,0.05028446,0.40229885,0.12500000,0.00000000,0.21156376,0.17631663,0.20042613,0.23030506,0.22125727,0.25614592,0.26284637,0.31464990,0.52393535,0.51488123,0.48304250,0.40491487,0.53064592,0.60089041,0.53595779,0.56052768,0.56266525,0.51845387,0.40048494,0.49530653,-1,1,-1,-1
0.02782991,0.02938115,0.01758217,0.04137404,0.04490131,0.40229885,0.06250000,0.11111111,0.28756326,0.20561715,0.27165841,0.29082633,0.31492764,0.32205160,0.34506423,0.42513082,0.58364070,0.54736859,0.51252773,0.42443716,0.51924843,0.62006225,0.54314005,0.60076574,0.52915266,0.51327720,0.47141432,0.52170395,-1,1,-1,-1
0.01322207,0.00850218,0.00790379,0.03109538,0.00724822,0.40229885,0.06250000,0.11111111,0.32843356,0.23672217,0.31601170,0.33536897,0.31669197,0.33331111,0.40117609,0.48226206,0.61487829,0.59665904,0.47971895,0.41279637,0.45053680,0.59290868,0.51850151,0.57500608,0.58645310,0.51273996,0.41334855,0.50299847,-1,1,-1,-1
0.02966475,0.01499861,0.01999037,0.05436998,0.01677126,0.39080460,0.06250000,0.11111111,0.34896498,0.29075228,0.35176197,0.36594515,0.33928516,0.38890129,0.40950554,0.50040401,0.61936883,0.63033661,0.47448735,0.41650473,0.39808547,0.55905362,0.51152811,0.53989848,0.60466107,0.47627436,0.40993577,0.46042267,-1,1,-1,-1
0.02959373,0.01510013,0.02925340,0.03632759,0.02307679,0.37931034,0.00000000,0.00000000,0.38762359,0.33790416,0.39420635,0.40474093,0.37319090,0.44405103,0.44689000,0.51979073,0.64112324,0.66935266,0.53264180,0.44789818,0.45295914,0.55544593,0.54735782,0.53837009,0.60237938,0.50092643,0.40023169,0.48261386,-1,1,-1,-1
0.02940127,0.01482505,0.02457057,0.03524747,0.03630146,0.37931034,0.00000000,0.00000000,0.41561024,0.34900723,0.42019221,0.42724326,0.44056951,0.48778364,0.46748958,0.56906949,0.64402064,0.65962662,0.57453174,0.49325926,0.44656851,0.58317364,0.58571628,0.52882918,0.51173774,0.49923554,0.47546535,0.47827414,-1,1,-1,-1
0.03260050,0.01025239,0.01368796,0.05869593,0.04025743,0.37931034,0.00000000,0.00000000,0.47298590,0.38153516,0.44853583,0.45261293,0.50199874,0.54079063,0.50035280,0.61007603,0.66262333,0.67872641,0.58007550,0.54040281,0.48961954,0.62587579,0.62884781,0.51362771,0.50044684,0.49781018,0.50068779,0.48875520,-1,1,-1,-1
